steps,sol_ciph_FD,sol_ciph_LW,sol_exact
0.0,0.0007119613949744851,0.008245657406919779,2.4492935982947064e-16
0.015873015873015872,0.0828333598422376,0.1061943625583425,0.0980171403295605
0.031746031746031744,0.16415748853188086,0.203118960331104,0.19509032201612872
0.047619047619047616,0.24390067916962274,0.29808984643515496,0.2902846772544625
0.06349206349206349,0.32129442151183796,0.39018736286289607,0.3826834323650904
0.07936507936507936,0.3955949682813587,0.4785287049044097,0.4713967368259979
0.09523809523809523,0.4660849968383848,0.5622613878017305,0.5555702330196022
0.1111111111111111,0.5320860780089436,0.6405799367722131,0.6343932841636459
0.12698412698412698,0.5929633476736734,0.7127280357138693,0.7071067811865477
0.14285714285714285,0.6481299302368783,0.7780132557031485,0.7730104533627369
0.15873015873015872,0.6970543404329658,0.8358057886262631,0.8314696123025455
0.1746031746031746,0.7392664441518024,0.8855488390330643,0.881921264348355
0.19047619047619047,0.7743589587282217,0.9267637208664841,0.9238795325112866
0.20634920634920634,0.8019936893007136,0.9590524084853598,0.9569403357322089
0.2222222222222222,0.8219046071231062,0.9821052914326791,0.9807852804032304
0.23809523809523808,0.8339001027189473,0.9957001401765718,0.9951847266721969
0.25396825396825395,0.8378652245449891,0.9997046617264963,1.0
0.2698412698412698,0.8337607332383762,0.9940829566296164,0.9951847266721969
0.2857142857142857,0.8216268995569986,0.9788874966567654,0.9807852804032303
0.30158730158730157,0.801580712954902,0.9542647972595077,0.9569403357322088
0.31746031746031744,0.7738140493584924,0.9204521853930896,0.9238795325112865
0.3333333333333333,0.7385958650234311,0.877776772297769,0.8819212643483549
0.3492063492063492,0.6962644012961774,0.8266452313479687,0.8314696123025452
0.36507936507936506,0.64722723005248,0.7675519936606344,0.7730104533627367
0.38095238095238093,0.5919568347628494,0.7010684543450546,0.7071067811865475
0.3968253968253968,0.5309855060358214,0.627831963983505,0.6343932841636453
0.4126984126984127,0.46490095870328185,0.5485507962770865,0.555570233019602
0.42857142857142855,0.39433912840341706,0.46398656538542143,0.47139673682599764
0.4444444444444444,0.31997961478067144,0.3749523520726963,0.38268343236508967
0.4603174603174603,0.24253828439896882,0.28230834409397504,0.2902846772544621
0.47619047619047616,0.1627611863601073,0.18694530320457875,0.19509032201612836
0.49206349206349204,0.08141660312150001,0.08978202959791286,0.09801714032956059
0.5079365079365079,-0.0007118689207766134,-0.008245216682951369,-1.2246467991473532e-16
0.5238095238095238,-0.0828336463303307,-0.10619405164739906,-0.09801714032956083
0.5396825396825397,-0.16415763948251347,-0.20312058555383172,-0.1950903220161286
0.5555555555555556,-0.24390079909966814,-0.29808952779006465,-0.2902846772544624
0.5714285714285714,-0.3212950648391777,-0.3901877283846767,-0.3826834323650899
0.5873015873015873,-0.39559482062296586,-0.47853010720364264,-0.47139673682599786
0.6031746031746031,-0.4660845282733608,-0.5622626097994391,-0.5555702330196022
0.6190476190476191,-0.5320858354184637,-0.6405796230006129,-0.6343932841636455
0.6349206349206349,-0.5929628482744335,-0.712728730338296,-0.7071067811865476
0.6507936507936508,-0.6481296058887475,-0.7780127272656165,-0.7730104533627371
0.6666666666666666,-0.6970546231868034,-0.835804861020019,-0.8314696123025453
0.6825396825396826,-0.7392660342589048,-0.8855483086815431,-0.881921264348355
0.6984126984126984,-0.7743583972903404,-0.926762344580788,-0.9238795325112867
0.7142857142857143,-0.8019932315942426,-0.9590521553583495,-0.9569403357322089
0.7301587301587301,-0.8219047466819962,-0.9821055053465513,-0.9807852804032304
0.746031746031746,-0.8339004466518588,-0.9957002819350605,-0.9951847266721969
0.7619047619047619,-0.8378652372950395,-0.9997059428242522,-1.0
0.7777777777777778,-0.833760698892852,-0.9940828070645237,-0.9951847266721968
0.7936507936507936,-0.8216268084435003,-0.978887505135411,-0.9807852804032304
0.8095238095238095,-0.8015802587869809,-0.9542650884620478,-0.9569403357322089
0.8253968253968254,-0.7738140289989941,-0.920453242881067,-0.9238795325112867
0.8412698412698413,-0.7385953727536384,-0.8777753612383528,-0.8819212643483549
0.8571428571428571,-0.6962635651119351,-0.8266444712090782,-0.8314696123025452
0.873015873015873,-0.6472266321347331,-0.7675531472291447,-0.7730104533627369
0.8888888888888888,-0.5919561859917744,-0.7010688410977394,-0.7071067811865475
0.9047619047619048,-0.5309854221444473,-0.6278320704099798,-0.6343932841636455
0.9206349206349206,-0.46490095187014147,-0.54855092994378,-0.5555702330196022
0.9365079365079365,-0.3943387405902479,-0.46398626777144075,-0.47139673682599764
0.9523809523809523,-0.3199794242224318,-0.374951121712906,-0.3826834323650898
0.9682539682539683,-0.24253794292625422,-0.2823081477597988,-0.29028467725446233
0.9841269841269841,-0.16276099488849996,-0.1869447587892467,-0.19509032201612825
1.0,-0.08141669216012976,-0.08978108295603647,-0.0980171403295606
